item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,num_masked_target_values,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
,2017-01,4517681.7200981425,12668.879356596539,835.0,139.16666666666666,150.52808988764045,14.027148649412705,22.440868399722785,1.7629291342291102,0.0,15.172310606702442,561.0859459765082,22803.98284187377,1.0,12668.879356596539,1.0,2533.775871319307,1.0
,2017-02,5287713.858705712,13666.218299145328,723.0,120.5,149.80446927374302,15.20450665390648,31.39704965563028,1.8016154844815284,0.0,18.90209999881788,608.1802661562593,24599.192938461594,1.0,13666.218299145328,1.0,2733.243659829065,1.0
,2017-03,5543493.782421471,14015.269866567358,579.0,96.5,149.69444444444446,15.604308628577499,34.67594784257389,1.8408960458607628,0.0,24.20599286108352,624.1723451431,25227.485759821247,1.0,14015.269866567358,1.0,2803.053973313471,1.0
,2017-04,5745981.374409549,14308.908841293638,430.0,71.66666666666667,150.28729281767957,15.868395095177735,40.18346845452377,1.8836118545770384,0.0,33.276532189054976,634.7358038071095,25756.035914328553,1.0,14308.908841293638,1.0,2861.7817682587274,1.0
,2017-05,5622090.4114843635,14116.477412865659,362.0,60.333333333333336,151.52747252747253,15.526862530166255,41.89852673872422,1.8996303326003303,0.0,38.99579395819243,621.0745012066503,25409.65934315819,1.0,14116.477412865659,1.0,2823.2954825731313,1.0
,2017-06,5606162.447436537,14096.41045921663,392.0,65.33333333333333,151.56830601092895,15.500613584962586,39.583994731206,1.8920302552556725,0.0,35.96023076330773,620.0245433985034,25373.53882658993,1.0,14096.41045921663,1.0,2819.2820918433254,1.0
,2017-07,5508556.460450815,13975.72376021432,427.0,71.16666666666667,151.27717391304347,15.39748022201925,35.93436175584656,1.88257155476005,0.0,32.730032225326276,615.8992088807701,25156.302768385776,1.0,13975.72376021432,1.0,2795.1447520428633,1.0
,2017-01,831606.0252521712,5324.733841608309,8162.0,1360.3333333333333,2820.6573033707864,0.3146272463540715,0.7677628349353327,0.5210796716458612,0.0,0.6523810146542893,12.585089854162865,9584.520914894958,1.0,5324.733841608309,1.0,1064.946768321662,1.0
,2017-02,961916.0574670974,5805.595780863419,6889.0,1148.1666666666667,2839.9385474860337,0.3407113501336523,1.0160360787565934,0.6343834688009269,0.0,0.8427341821546551,13.628454005346093,10450.072405554156,1.0,5805.595780863419,1.0,1161.1191561726837,1.0
,2017-03,945826.8636823978,5752.54114760637,5764.0,960.6666666666666,2939.177777777778,0.32619900204174845,1.235710354282104,0.7212172896287208,0.0,0.9980119964618963,13.047960081669936,10354.574065691466,1.0,5752.54114760637,1.0,1150.5082295212737,1.0
,2017-04,901437.4692392037,5623.1219685081,4756.0,792.6666666666666,3041.779005524862,0.30810489290941684,1.564327083309496,0.8192029567944618,0.0,1.1823216922851345,12.324195716376673,10121.61954331458,1.0,5623.1219685081,1.0,1124.6243937016197,1.0
,2017-05,973050.3723089782,5829.4138371851805,3723.0,620.5,3072.543956043956,0.3162099506999852,1.9697581822029588,0.9382892818892522,0.0,1.5657840013927424,12.648398027999407,10492.944906933322,1.0,5829.4138371851805,1.0,1165.8827674370357,1.0
,2017-06,1186612.3326647598,6484.93211945525,2754.0,459.0,3071.562841530055,0.3518801586266138,2.5360493053970683,1.092078673043017,0.0,2.3547320695189726,14.07520634506455,11672.877815019452,1.0,6484.93211945525,1.0,1296.9864238910495,1.0
,2017-07,1438113.9410252569,7022.64680348769,2480.0,413.3333333333333,3061.0271739130435,0.3823687499050815,2.980324028312149,1.1664325157590778,0.0,2.831712420761165,15.294749996203262,12640.764246277844,1.0,7022.64680348769,1.0,1404.5293606975376,1.0
,2017-01,30489798.94098491,25299.587655295672,35710.0,5951.666666666667,2303.38202247191,1.830611640367051,0.5845887686044459,0.8992010955732183,0.0,0.7084734711648186,73.22446561468203,5059.9175310591345,0.0,25299.587655295672,0.0,45539.25777953221,0.0
,2017-02,30603707.985860232,25763.00355638614,35015.0,5835.833333333333,2292.5195530726255,1.8729759230665677,0.6652681058130296,0.9409224861822857,0.0,0.7357704856885946,74.91903692266271,6703.188102899933,0.16666666666666666,25763.00355638614,0.16666666666666666,44822.81900987235,0.16666666666666666
,2017-03,30007867.066094693,24745.10687649643,31776.0,5296.0,2280.5,1.8084562505661352,0.8798090408639664,0.9657920563637129,0.0,0.7787357400710105,72.33825002264541,8495.042620140055,0.3333333333333333,24745.10687649643,0.3333333333333333,40995.1711328528,0.3333333333333333
,2017-04,25252985.496456,20688.66620618248,24869.0,4144.833333333333,2276.657458563536,1.5145497718129908,1.3812348627233504,0.9795245064217238,0.0,0.8319058348217652,60.581990872519626,10065.069434311537,0.5,20688.66620618248,0.5,31312.262978053426,0.5
,2017-05,5642110.873439532,11106.490002263501,12564.0,2094.0,2279.9835164835163,0.8118837937472868,1.9415762955339588,0.9513185492786934,0.0,0.8839931552263213,32.475351749891466,10306.569625737933,0.6666666666666666,11106.490002263501,0.6666666666666666,11906.410378789069,0.6666666666666666
,2017-06,1470780.3519033557,7173.572318593711,5908.0,984.6666666666666,2295.2131147540986,0.5209082236184318,2.4400517599414435,0.9736039102853827,0.0,1.2142133240679944,20.836328944737264,11464.627170588776,0.8333333333333334,7173.572318593711,0.8333333333333334,2882.517466598646,0.8333333333333334
,2017-07,1570392.4286730278,7458.8528359166,3323.0,553.8333333333334,2309.429347826087,0.5382897469843052,3.055599865223662,1.1338864017156096,0.0,2.2446141546544087,21.531589879372206,13425.935104649881,1.0,7458.8528359166,1.0,1491.7705671833198,1.0
,2017-01,4804683.036762184,13082.84887533944,3321.0,553.5,442.9555555555556,4.9225589005691965,5.493733209831034,1.3634037226796292,0.0,3.939430555657766,196.90235602276786,23549.12797561099,1.0,13082.84887533944,1.0,2616.5697750678873,1.0
,2017-02,5536199.641674557,13911.07751190205,3355.0,559.1666666666666,449.42541436464086,5.158838028614952,5.808737840415151,1.368616879625047,0.0,4.146371836632504,206.35352114459806,25039.93952142369,1.0,13911.07751190205,1.0,2782.2155023804094,1.0
,2017-03,6320861.139774908,14867.726033411209,3239.0,539.8333333333334,471.6043956043956,5.254307131141532,8.016944190985834,1.40804395954609,0.0,4.59022106619673,210.1722852456613,26761.906860140178,1.0,14867.726033411209,1.0,2973.5452066822413,1.0
,2017-04,6493862.584213073,15124.786147809611,2794.0,465.6666666666667,496.9672131147541,5.072362169533159,10.647003028400603,1.5001529928739956,0.0,5.413309286975523,202.89448678132632,27224.615066057297,1.0,15124.786147809611,1.0,3024.9572295619214,1.0
,2017-05,6918128.124381726,15643.35763153636,2289.0,381.5,509.5217391304348,5.117006933545756,13.989830061009783,1.5944337349002138,0.0,6.834144880531394,204.68027734183022,28158.04373676545,1.0,15643.35763153636,1.0,3128.6715263072715,1.0
,2017-06,7227985.350184105,16034.50881763117,1497.0,249.5,512.7567567567568,5.2118633271167445,16.969734983827895,1.7169200101537478,0.0,10.711094734556559,208.4745330846698,28862.115871736107,1.0,16034.50881763117,1.0,3206.9017635262335,1.0
,2017-07,7084276.034191097,15862.922900296158,864.0,144.0,510.85483870967744,5.175287152139897,18.966763736045078,1.8045450383844102,0.0,18.359864467935367,207.01148608559592,28553.261220533088,1.0,15862.922900296158,1.0,3172.584580059231,1.0
,2017-01,1029198.3626930934,5516.74809002861,5251.0,875.1666666666666,1924.5898876404494,0.4777423080675257,1.263582925884958,0.6931408427716462,0.0,1.0506090439970692,19.10969232270103,9930.1465620515,1.0,5516.74809002861,1.0,1103.3496180057218,1.0
,2017-02,1780604.0233545138,7177.05735349799,4531.0,755.1666666666666,1962.9832402234638,0.6093664994545888,2.4048843549558274,0.8866485689811289,0.0,1.5839897050315583,24.374659978183555,12918.703236296384,1.0,7177.05735349799,1.0,1435.4114706995977,1.0
,2017-03,2259627.182570246,8226.464855451519,4073.0,678.8333333333334,2007.2166666666667,0.6830739793454882,3.3122961153911965,1.0217545315731928,0.0,2.019755672833665,27.32295917381953,14807.636739812735,1.0,8226.464855451519,1.0,1645.2929710903036,1.0
,2017-04,2892673.8983146013,9862.025166258649,2949.0,491.5,2043.3867403314916,0.8043855960308625,4.943200036203295,1.2614017808854385,0.0,3.3441930031395892,32.175423841234505,17751.64529926557,1.0,9862.025166258649,1.0,1972.4050332517295,1.0
,2017-05,3180928.516350551,10531.44142769245,2312.0,385.3333333333333,2063.032967032967,0.8508057146915643,6.162692387534515,1.4090727888341232,0.0,4.555121724780472,34.032228587662566,18956.594569846413,1.0,10531.44142769245,1.0,2106.2882855384896,1.0
,2017-06,3244660.5376985613,10682.22273555052,1752.0,292.0,2059.5956284153003,0.8644271872410917,6.892477646373386,1.5143452631230758,0.0,6.097159095633859,34.57708748964367,19228.000923990934,1.0,10682.22273555052,1.0,2136.4445471101035,1.0
,2017-07,3016826.187773745,10197.04485852131,1530.0,255.0,2048.8097826086955,0.8295096454763508,6.9846371067289335,1.5276099949505235,0.0,6.6647352016479156,33.180385819054024,18354.68074533836,1.0,10197.04485852131,1.0,2039.4089717042614,1.0
,2017-01,52018129.85484547,40494.4481548023,51163.0,8527.166666666666,3373.275280898876,2.000748272957025,0.768601199733252,1.2633767541021388,0.0,0.7914791578836718,80.02993091828102,8098.889630960462,0.0,40494.4481548023,0.0,72890.00667864415,0.0
,2017-02,50740765.042737156,38827.94662738997,49471.0,8245.166666666666,3418.7206703910615,1.8929082138664708,0.7383571878076552,1.2050640475001277,0.0,0.7848627807683283,75.71632855465884,7765.589325477994,0.0,38827.94662738997,0.0,69890.30392930194,0.0
,2017-03,47870406.65444759,35112.18174138702,44988.0,7498.0,3533.9166666666665,1.6559615979148266,0.6700928172622266,1.088056957177978,0.0,0.7804788330529702,66.23846391659309,7022.436348277406,0.0,35112.18174138702,0.0,63201.927134496655,0.0
,2017-04,38217456.892609775,27690.168741371,36849.0,6141.5,3641.988950276243,1.2671724671794475,0.5596483692421562,0.8937743461579487,0.0,0.7514496659711525,50.68689868717791,5538.0337482742,0.0,27690.168741371,0.0,49842.303734467794,0.0
,2017-05,27760128.871736825,20677.78269040838,29082.0,4847.0,3693.1098901098903,0.933169393171108,0.5041621295101856,0.7699751589418544,0.0,0.7110165287947315,37.32677572684431,4135.556538081677,0.0,20677.78269040838,0.0,37220.008842735086,0.0
,2017-06,8181917.28998817,10396.17039458283,18686.0,3114.3333333333335,3678.8360655737706,0.47099001827730663,0.4064367614009692,0.5658342014824903,0.0,0.55636146818917,18.83960073109226,2079.234078916566,0.0,10396.17039458283,0.0,18713.106710249092,0.0
,2017-07,631755.6180338676,4016.3709475091196,12264.0,2044.0,3678.858695652174,0.18195728982722417,0.303137999882881,0.372011390929108,0.0,0.3274927387075277,7.278291593088968,803.274189501824,0.0,4016.3709475091196,0.0,7229.467705516417,0.0
,2017-01,1428989.2792668864,6648.226624801329,6162.0,1027.0,583.0449438202247,1.900432861213307,1.696567202729436,0.7634370904526766,0.0,1.078907274391647,76.01731444853229,11966.807924642395,1.0,6648.226624801329,1.0,1329.6453249602655,1.0
,2017-02,1141203.6756227908,6126.7959282478,6072.0,1012.0,592.8826815642458,1.7223182367443042,1.6440963431694708,0.7584922564496549,0.0,1.0090243623596509,68.89272946977218,11028.23267084604,1.0,6126.7959282478,1.0,1225.3591856495595,1.0
,2017-03,1297267.7374578798,6610.40481976737,4752.0,792.0,614.5055555555556,1.7928790499409741,2.2738060441378285,0.9233508563109014,0.0,1.3910784553382514,71.71516199763896,11898.728675581266,1.0,6610.40481976737,1.0,1322.0809639534737,1.0
,2017-04,1521365.4527717826,7351.9295203084,3224.0,537.3333333333334,645.3425414364641,1.898715035879443,3.4735590424399643,1.1411829234947544,0.0,2.2803751613859804,75.94860143517772,13233.47313655512,1.0,7351.9295203084,1.0,1470.3859040616796,1.0
,2017-05,1767649.2620657024,7876.97833928875,2400.0,400.0,673.8846153846154,1.9481520919801716,5.5165744045506075,1.3059245851561803,0.0,3.282074308036979,77.92608367920687,14178.561010719752,1.0,7876.97833928875,1.0,1575.3956678577497,1.0
,2017-06,2225988.073664323,8827.82580345092,1609.0,268.1666666666667,679.9289617486339,2.1639088542298137,7.21051738715497,1.4769443887354188,0.0,5.486529399285842,86.55635416919256,15890.086446211657,1.0,8827.82580345092,1.0,1765.5651606901836,1.0
,2017-07,2708864.1429705396,9648.730107109619,1247.0,207.83333333333334,679.8423913043479,2.3654330843255043,8.861761156972642,1.578175077640009,0.0,7.737554215805629,94.61732337302017,17367.714192797317,1.0,9648.730107109619,1.0,1929.7460214219236,1.0
,2017-01,1361834.5577813222,6218.63247068434,7347.0,1224.5,1723.2134831460673,0.6014569612244633,1.1658135364789048,0.6245928950829858,0.0,0.8464179216937988,24.058278448978534,11193.538447231811,1.0,6218.63247068434,1.0,1243.7264941368676,1.0
,2017-02,1870910.8521475869,7175.87892351139,6623.0,1103.8333333333333,1739.3072625698323,0.6876184825550418,2.064568715699527,0.7630479514746686,0.0,1.0834786235107037,27.504739302201664,12916.582062320502,1.0,7175.87892351139,1.0,1435.1757847022777,1.0
,2017-03,2255955.083138006,8210.199707004791,5452.0,908.6666666666666,1758.6722222222222,0.7780680223089507,2.8618450001418885,0.9476603067262349,0.0,1.50590603576757,31.122720892358018,14778.359472608621,1.0,8210.199707004791,1.0,1642.0399414009576,1.0
,2017-04,2811079.9514540746,9743.24867838835,3753.0,625.5,1759.7127071823204,0.9228067587984663,4.347595416294408,1.1950022712114965,0.0,2.59612274937073,36.91227035193865,17537.84762109903,1.0,9743.24867838835,1.0,1948.6497356776697,1.0
,2017-05,3173569.3057257556,10628.759396676829,2625.0,437.5,1750.8351648351647,1.011779940810656,5.379817607643981,1.378226242557819,0.0,4.0490511987340305,40.47119763242625,19131.766914018295,1.0,10628.759396676829,1.0,2125.7518793353656,1.0
,2017-06,3131266.352953075,10541.91214532378,2007.0,334.5,1742.863387978142,1.0081027403944747,5.837099194902586,1.4585897734069198,0.0,5.252572070415436,40.32410961577898,18975.441861582807,1.0,10541.91214532378,1.0,2108.3824290647553,1.0
,2017-07,2797890.398760799,9906.83781995524,1995.0,332.5,1734.891304347826,0.9517251210616318,5.665905730683531,1.4269107132485581,0.0,4.9658334937119,38.069004842465276,17832.30807591943,1.0,9906.83781995524,1.0,1981.3675639910475,1.0
,2017-01,2909821.3442989937,8905.743517853401,22088.0,3681.3333333333335,10055.58988764045,0.1476085046122729,0.4644416498942485,0.44482666748897765,0.0,0.40319374854461254,5.904340184490915,5721.6706297535275,0.3333333333333333,8905.743517853401,0.3333333333333333,12089.816405953272,0.3333333333333333
,2017-02,4143129.169658743,10718.67863076978,18988.0,3164.6666666666665,10274.061452513966,0.17387928296112182,1.184994006544529,0.6179144503851731,0.0,0.5644975053070245,6.955171318444871,10799.961198334164,0.5,10718.67863076978,0.5,10637.396063205395,0.5
,2017-03,4895893.368564739,11635.109062220621,15110.0,2518.3333333333335,10919.638888888889,0.17758690222591744,1.9856232030793677,0.7619266120504536,0.0,0.7700270722846209,7.103476089036698,15659.154801702443,0.6666666666666666,11635.109062220621,0.6666666666666666,7611.063322738797,0.6666666666666666
,2017-04,4520062.436222424,11183.95897696045,10192.0,1698.6666666666667,11740.132596685084,0.15877104857853602,2.6239616203544758,0.8786648607983137,0.0,1.0973272151648794,6.3508419431414405,19206.648480862237,0.8333333333333334,11183.95897696045,0.8333333333333334,3161.2694730586654,0.8333333333333334
,2017-05,5457891.453672675,13047.6405670639,7183.0,1197.1666666666667,12347.241758241758,0.17612085385189538,3.1876571245809977,1.063386422568403,0.0,1.816461167626883,7.044834154075815,23485.753020715023,1.0,13047.6405670639,1.0,2609.528113412779,1.0
,2017-06,6395459.023231689,15046.589156219368,4800.0,800.0,12513.387978142076,0.20040654567335126,3.7086493489658188,1.2494660880372477,0.0,3.1347060742123682,8.01626182693405,27083.860481194868,1.0,15046.589156219368,1.0,3009.317831243873,1.0
,2017-07,6200282.321993743,14738.61342350534,4218.0,703.0,12483.635869565218,0.19677244644510575,3.773329869413343,1.271432999975027,0.0,3.4942184503331766,7.8708978578042315,26529.50416230961,1.0,14738.61342350534,1.0,2947.722684701067,1.0
,2017-01,2206225.0260669566,8154.3287927425,6557.0,1092.8333333333333,557.3876404494382,2.438257866095794,2.899671513351128,0.8902580218037155,0.0,1.243606648275507,97.53031464383174,14677.791826936502,1.0,8154.3287927425,1.0,1630.8657585484996,1.0
,2017-02,2621874.218369072,9051.68903307861,5139.0,856.5,554.5027932960894,2.7206622889650185,4.440338943057617,1.0916810814482691,0.0,1.761371674076398,108.82649155860071,16293.040259541498,1.0,9051.68903307861,1.0,1810.3378066157215,1.0
,2017-03,2896701.72485272,10011.958382587269,3285.0,547.5,553.4388888888889,3.0150749503369645,5.233982795560159,1.301696379691282,0.0,3.0477803295547243,120.60299801347861,18021.525088657087,1.0,10011.958382587269,1.0,2002.3916765174536,1.0
,2017-04,2994024.728477372,10252.664780012601,1866.0,311.0,555.3204419889503,3.0771016770339505,6.7158064041933345,1.4909820261694327,0.0,5.4944612968985,123.084067081358,18454.796604022682,1.0,10252.664780012601,1.0,2050.5329560025193,1.0
,2017-05,2593070.6461256105,9498.29392535023,1475.0,245.83333333333334,560.0,2.8268731920685206,7.191131471986703,1.5341914980876385,0.0,6.43952130532219,113.07492768274082,17096.929065630415,1.0,9498.29392535023,1.0,1899.6587850700455,1.0
,2017-06,2307087.7160840123,8927.83104288131,1218.0,203.0,561.1912568306011,2.6514522854182156,7.573044565208246,1.5652693533547755,0.0,7.329910544237528,106.05809141672866,16070.095877186359,1.0,8927.83104288131,1.0,1785.5662085762617,1.0
,2017-07,2213300.827658633,8780.34622469931,1170.0,195.0,559.5652173913044,2.615228738255427,7.816670100553547,1.5728709768813722,0.0,7.504569422819922,104.60914953021712,15804.623204458758,1.0,8780.34622469931,1.0,1756.0692449398616,1.0
,2017-01,4035327.0424335455,11945.87399082593,2641.0,440.1666666666667,1137.9325842696628,1.7496458278754887,5.506020413508285,1.3962245876016404,0.0,4.523238921176043,69.98583311501955,21502.573183486675,1.0,11945.87399082593,1.0,2389.174798165185,1.0
,2017-02,4168859.8576886947,12117.941214393579,2934.0,489.0,1166.7765363128492,1.730971446724451,4.309321991443403,1.3487306974218163,0.0,4.130177646350913,69.23885786897804,21812.294185908446,1.0,12117.941214393579,1.0,2423.5882428787154,1.0
,2017-03,4435039.931632774,12538.17890047227,3197.0,532.8333333333334,1209.2166666666667,1.7281406558615453,4.012627677296697,1.3208046771612352,0.0,3.9218576479425304,69.12562623446182,22568.722020850088,1.0,12538.17890047227,1.0,2507.6357800944534,1.0
,2017-04,4487373.226199728,12633.19672426986,2902.0,483.6666666666667,1265.0994475138123,1.6643219562826674,4.428266596696694,1.372957367209171,0.0,4.353272475627105,66.57287825130672,22739.75410368575,1.0,12633.19672426986,1.0,2526.6393448539716,1.0
,2017-05,4347957.39631149,12409.65399514441,2855.0,475.8333333333333,1300.89010989011,1.5898926820437702,4.424066050252157,1.3725639328179067,0.0,4.346638877458638,63.595707281750805,22337.37719125994,1.0,12409.65399514441,1.0,2481.930799028881,1.0
,2017-06,4304238.923035865,12346.173388598001,2687.0,447.8333333333333,1317.2896174863388,1.5620677013251212,4.660345200213513,1.3957164299454383,0.0,4.594779824561965,62.48270805300485,22223.1120994764,1.0,12346.173388598001,1.0,2469.2346777195994,1.0
,2017-07,4040674.2639540634,11977.35665820999,2472.0,412.0,1323.1521739130435,1.5086897403479274,4.993289806984292,1.4197482127617527,0.0,4.845209004130255,60.3475896139171,21559.241984777986,1.0,11977.35665820999,1.0,2395.4713316419975,1.0
,2017-01,1761894.0172433702,7668.155847581971,3029.0,504.8333333333333,2285.561797752809,0.5591736683092818,3.125586058262853,1.1063438534196908,0.0,2.531580009105966,22.366946732371275,13802.680525647545,1.0,7668.155847581971,1.0,1533.6311695163936,1.0
,2017-02,2404553.807942292,8839.30376530174,2689.0,448.1666666666667,2330.731843575419,0.6320835656310393,5.153589092455408,1.2265522685189356,0.0,3.2872085404617852,25.283342625241577,15910.74677754313,1.0,8839.30376530174,1.0,1767.8607530603476,1.0
,2017-03,2988458.6881501186,9977.380599842301,2288.0,381.3333333333333,2422.7055555555557,0.6863800525933335,6.73864195454511,1.3588060392902186,0.0,4.360743269161845,27.45520210373334,17959.28507971614,1.0,9977.380599842301,1.0,1995.4761199684597,1.0
,2017-04,3566116.4193719854,11090.577992876759,1950.0,325.0,2523.8453038674033,0.7323862768637311,8.040934018938762,1.4771557929383323,0.0,5.6874758937829535,29.295451074549252,19963.040387178167,1.0,11090.577992876759,1.0,2218.1155985753517,1.0
,2017-05,3791232.951878384,11550.538331695261,1725.0,287.5,2591.945054945055,0.7427201121707493,8.606010329826022,1.5434273945360146,0.0,6.695964250258123,29.708804486829976,20790.96899705147,1.0,11550.538331695261,1.0,2310.107666339052,1.0
,2017-06,3746047.6495296545,11449.09606630245,1487.0,247.83333333333334,2592.2677595628415,0.7361055472289907,8.784047616131923,1.5756867460087305,0.0,7.6994593586432085,29.444221889159625,20608.372919344412,1.0,11449.09606630245,1.0,2289.81921326049,1.0
,2017-07,3246423.779870527,10461.8808369203,1813.0,302.1666666666667,2580.6141304347825,0.6756712619641485,7.656040211419184,1.4645182009430016,0.0,5.770480329244512,27.02685047856594,18831.38550645654,1.0,10461.8808369203,1.0,2092.3761673840595,1.0
,2017-01,1492580.0876582132,6185.747615520961,5284.0,880.6666666666666,2595.1404494382023,0.39726479395107206,1.6750737330199055,0.7424845371470696,0.0,1.1706562482060865,15.890591758042882,11134.34570793773,1.0,6185.747615520961,1.0,1237.1495231041918,1.0
,2017-02,1223699.888111033,5563.2346826884495,5486.0,914.3333333333334,2667.7486033519554,0.3475611529823558,1.3459505151648463,0.672929991094442,0.0,1.0140785057762394,13.902446119294233,10013.822428839208,1.0,5563.2346826884495,1.0,1112.6469365376897,1.0
,2017-03,672016.0896577752,4231.8675395056,5588.0,931.3333333333334,2747.561111111111,0.25670448374450877,0.9126415169718606,0.5636703400964467,0.0,0.7573134465829634,10.268179349780349,7617.36157111008,1.0,4231.8675395056,1.0,846.3735079011198,1.0
,2017-04,467656.6305209371,3532.248446126533,5232.0,872.0,2798.950276243094,0.21033173734855296,0.851941711705089,0.5413378448471889,0.0,0.675123938479842,8.413269493942119,6358.04720302776,1.0,3532.248446126533,1.0,706.4496892253064,1.0
