Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
./,5116955.394800582,1792501.5311122779,809318.0,837.8033126293997,2175.7360113357317,3.0470184937867937,15.110330668964162,1.3562546173794359,121.88073975147175,0.0,2763444.6444761287,0.9244306418219462,1792501.5311122779,0.9244306418219462,821558.4177484267,0.9244306418219462,2262.068830694721,2.6999998646404753,2.2148296851327633,3.4145350090769373,2.2148296851327633,1.0151243611885892,1792501.5311122779,2.2148296851327633,0.4244306418219463,
